userIndex,birthDate,cond2Start,createdAt,demoQsEnded,demoQsStart,education,ethnicity,gender,language,major,nullPassage,phase,condition,passage,pretestEnded,pretestScore,pretestScoreRatio,pretestTime,previewEnded,previewTime,session,recallEnded,recallScore,recallScoreRatio,recallCosineSim,recallStart,recallTime,recallreText,recallreGrade,recognitionEnded,recognitionScore,recognitionScoreRatio,recognitionTime,duration,postQ1Choice,postQ2Choice,postQsEnded,postQsStart,explanation1,explanation2
44,2002-11-02,2022/02/22 20:48:23,2022/02/22 03:51:40,2022/02/22 21:28:39,2022/02/22 21:28:02,Current undergraduate student,White / Caucasian,Female,English,Miscellaneous Psychology,Novakian Concept Mapping,1,H2,Managerial Decision Making,2022/02/22 20:52:29,4,0.4444444444444444,190,2022/02/22 20:49:17,53,3rd,2022/03/01 22:15:46,9,0.06164383561643835,0.2014753223583537,2022/03/01 22:11:47,238,"I remember talking about sample estimates, regression lines, the different types of graphs that could or could not be used for a certain scenario, these two statisticians that created methods that would autocorrect and hetero(something). There was a concept, where the question asked about which one is not considered when measuring it. It had options about being bound by an estimate but I don't remember the other options. I remember that the mind maps were much larger and split by primary topic. ",,2022/03/01 22:17:36,5,0.5555555555555556,108,25.139866666666666,K2,K2,2022/03/01 22:30:06,2022/03/01 22:20:00,"Personally, I tend to easily mix up information when it is presented in a larger paragraph. I will misinterpret information and make mistakes on questions that could have been easily prevented. In a passage like #1, I was easily able to mentally compartmentalize each piece of information. I would not confuse the Mother and Father's role in Reena's life, for example. I almost messed up several questions in passage 2 because I misread what graphs were good and which were bad for a certain purpose. When everything is written to emulate the way we think about the information it is easier to understand. Although there were far more buttons and pages to keep track of, I was still able to comprehend it more easily. This also may have a lot to do with my familiarity with the subjects. I do not know much about managerial decision making so it was harder to remember. ","Although my scores on the written response were fairly low, I can say pretty confidently that I still have a pretty good grasp of paragraph 1. I remember all the side characters and what their relationships were to the narrator. On the other hand, I do not remember any big-picture takeaways from the second passage. This reminds me of the way I feel when I try to use a textbook when studying for a test. I cannot remember small details when reading large chunks of text. It is when I take the time to create a mind-map similar to passage 1 that I feel prepared to recall the material.  "
45,1993-02-02,2022/07/14 17:34:35,2022/07/13 20:38:37,2022/07/14 17:53:11,2022/07/14 17:52:24,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian,Female,English,Psychology,How to Watch Television,0,K2,Reena,2022/07/14 17:21:31,2,0.2,157,2022/07/14 17:18:38,136,1st,2022/07/14 17:49:15,8,0.15384615384615385,0.4901428732848046,2022/07/14 17:46:59,133,Reena had a large family and was allowed to act like an only child. She attended church and entered as if she was the officiant. The narrator was someone that she was forced to be friends with my her mother and the narrator's mother. Her father kept her at a distance and frequently joked about marrying a foreigner. Her mother was strict and effective. ,,2022/07/14 17:34:27,7,0.7,761,32.269933333333334,H2,H2,2022/07/14 17:46:59,2022/07/14 17:45:15,You could easily reference the different segments. In passage one you would have to find the correct link and then scan for the needed information. ,The linear layout made it significantly easier to follow the information. 
45,1993-02-02,2022/07/14 17:34:35,2022/07/13 20:38:37,2022/07/14 17:53:11,2022/07/14 17:52:24,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian,Female,English,Psychology,How to Watch Television,0,K2,Reena,2022/07/14 17:21:31,2,0.2,157,2022/07/14 17:18:38,136,2nd,2022/07/17 17:05:30,8,0.15384615384615385,0.5486726407127174,2022/07/17 17:02:36,171,Reena aunt was influential in her life. The narrator was someone who has forced to be friends with reena by her mother and reena's mother. Reena walked into church like she was going to officiate. Her father kept his distance from her and used humor to talk about his wife. Her mother was an effective parent but stern. She had half a dozen siblings but acted like she was an only child and was allowed to do so.  ,,2022/07/17 17:07:27,5,0.5,113,13.487483333333333,H2,H2,2022/07/17 17:16:06,,All the information could be seen at the same time. I was able to read at a more linear direction allowing me to better focus on the information rather than trying to figure out which section and direction I should move to next. ,I feel that I am able to better recall specific sections of the passage rather than small bits and pieces as I do in the first passage. 
45,1993-02-02,2022/07/14 17:34:35,2022/07/13 20:38:37,2022/07/14 17:53:11,2022/07/14 17:52:24,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian,Female,English,Psychology,How to Watch Television,0,K2,Reena,2022/07/14 17:21:31,2,0.2,157,2022/07/14 17:18:38,136,3rd,2022/07/21 17:24:59,8,0.15384615384615385,0.41535627277475096,2022/07/21 17:21:40,196,Reena had half a dozen siblings but acted like an only child. Her father kept her at a distance and used humor to talk about his wife. Her mother was strict but effective at parenting. The narrator and Reena's mother were friends and forced Reena and the narrator to be friends. Reena walked into church like she was about to officiate.   ,,2022/07/21 17:26:43,6,0.6,101,14.728716666666667,H2,H2,2022/07/21 17:36:24,2022/07/21 17:32:07,The format made it much easier for me to follow the material. With passage 1 I had to repeatedly re-read sections to try to understand what was being said. ,The format made it much easier for me to remember and understand the material. It also made it easier for me to scan the material for answers to the questions. 
45,1993-02-02,2022/07/14 17:34:35,2022/07/13 20:38:37,2022/07/14 17:53:11,2022/07/14 17:52:24,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian,Female,English,Psychology,How to Watch Television,1,H2,The Jaws That Jump,2022/07/14 17:38:15,4,0.4444444444444444,154,2022/07/14 17:35:38,62,1st,2022/07/14 17:52:24,17,0.19318181818181818,0.4260681453759904,,182,Trap ants have powerful jaws that can move at speeds of 400 mph. Their jaws deaccelerate before closing. They have small hairs that when touched trigger the snapping effect of their jaws. They use a bounce defense maneuver that propels both them and the intruder into different directions  which may given them a better advantage point to launch an attack. Their attack technique allows them to bounce around unpredictably. This technique is thought to have evolved by accident.  ,,2022/07/14 17:45:09,8,0.8888888888888888,405,32.269933333333334,H2,H2,2022/07/14 17:46:59,2022/07/14 17:45:15,You could easily reference the different segments. In passage one you would have to find the correct link and then scan for the needed information. ,The linear layout made it significantly easier to follow the information. 
45,1993-02-02,2022/07/14 17:34:35,2022/07/13 20:38:37,2022/07/14 17:53:11,2022/07/14 17:52:24,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian,Female,English,Psychology,How to Watch Television,1,H2,The Jaws That Jump,2022/07/14 17:38:15,4,0.4444444444444444,154,2022/07/14 17:35:38,62,2nd,2022/07/17 17:11:43,17,0.19318181818181818,0.4798951775411806,2022/07/17 17:07:37,242,Trap ants have very powerful jaws that can move at speeds of 400 mph. Their jaws deaccelerate before closing. Their technique of jumping for attacks was an accident. Their jumping defense throws both them and the intruder in opposite directions. This allows them to potential to gain a different point of attack. They have tiny stingers on their jaws that are very sensitive to touch and will snap shut when activated. Their jaws are able to move as quickly as they are due to their ability to store energy. ,,2022/07/17 17:13:11,8,0.8888888888888888,86,13.487483333333333,H2,H2,2022/07/17 17:16:06,,All the information could be seen at the same time. I was able to read at a more linear direction allowing me to better focus on the information rather than trying to figure out which section and direction I should move to next. ,I feel that I am able to better recall specific sections of the passage rather than small bits and pieces as I do in the first passage. 
45,1993-02-02,2022/07/14 17:34:35,2022/07/13 20:38:37,2022/07/14 17:53:11,2022/07/14 17:52:24,"Bachelor's degree (BS, BA, BE, ...",White / Caucasian,Female,English,Psychology,How to Watch Television,1,H2,The Jaws That Jump,2022/07/14 17:38:15,4,0.4444444444444444,154,2022/07/14 17:35:38,62,3rd,2022/07/21 17:30:07,21,0.23863636363636365,0.5537200938306853,2022/07/21 17:26:46,197,Trap ants have jaws that move at 400 mph. Their jaws decelerate to prevent damage before closing. Their jaws are able to move at such rapid speeds due to their ability to store energy. Their attack technique of jumping like popcorn was thought to have evolved on accident. Their defense jumping technique pushed both the ant and the insurgent in opposite directions. This allows the ant to potentially gain a new advantage point and launch a new attack. Their mandibles have very sensitive hairs that snap shut when triggered.   ,,2022/07/21 17:31:32,8,0.8888888888888888,79,14.728716666666667,H2,H2,2022/07/21 17:36:24,2022/07/21 17:32:07,The format made it much easier for me to follow the material. With passage 1 I had to repeatedly re-read sections to try to understand what was being said. ,The format made it much easier for me to remember and understand the material. It also made it easier for me to scan the material for answers to the questions. 
46,22-06-12,2022/03/30 17:24:27,2022/03/30 02:02:45,2022/03/30 17:37:18,2022/03/30 17:36:43,Current undergraduate student,Asian,Female,English,Clinical Psychology,The Asphalt Jungle,0,H2,How to Watch Television,2022/03/30 17:19:54,5,0.5555555555555556,125,2022/03/30 17:17:02,66,1st,2022/03/30 17:34:49,9,0.16071428571428573,0.4566847678009655,2022/03/30 17:32:50,117,"Television news programs are more so for entertainment than relaying news. The appearance of the newscasters has a significant effect on how viewers take in the news, ie whether they ""trust"" the newscaster or not determines if they believe the news that is being conveyed. News is meant to be short so that viewers will not lose interest. The saying ""now...this"" indicates that the following statement or segment has nothing to do with the previous statement or segment. Christine was cut from her job as a newscaster because viewers did not find her face pleasing enough to look at. ",,2022/03/30 17:24:16,9,1,259,19.1564,H2,H2,2022/03/30 17:32:50,2022/03/30 17:31:54,the knowledge representation format in passage 2 was hard to follow and did not have great flow. ,All the knowledge was grouped together and displayed in an orderly fashion. 
46,22-06-12,2022/03/30 17:24:27,2022/03/30 02:02:45,2022/03/30 17:37:18,2022/03/30 17:36:43,Current undergraduate student,Asian,Female,English,Clinical Psychology,The Asphalt Jungle,1,K2,Reena,2022/03/30 17:26:48,4,0.4,76,2022/03/30 17:25:30,62,1st,2022/03/30 17:36:43,15,0.28846153846153844,0.47936127716217664,,110,"Reena's father was somewhat intimidated by her so he kept her distance from her. Her mother was both strict and indulgent with her and seemed to be the parent with more influence over Reena in that sense. Reena and the narrator met at Aunt Vi's funeral. Reena talked about controversial subjects such as Hitler and Poland. Reena had many brothers and sisters but acted as if she was the only child. Reena was a very forceful individual and made sure her family called her ""Reena"" and not her given birth name. ",,2022/03/30 17:31:51,7,0.7,300,19.1564,H2,H2,2022/03/30 17:32:50,2022/03/30 17:31:54,the knowledge representation format in passage 2 was hard to follow and did not have great flow. ,All the knowledge was grouped together and displayed in an orderly fashion. 
47,2000-11-06,2022/05/04 18:21:24,2022/05/03 17:19:00,2022/05/04 18:44:59,2022/05/04 18:44:14,Current undergraduate student,White / Caucasian,Female,English,Art History and Criticism,How to Watch Television,0,H2,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,2022/05/04 18:14:13,5,0.625,112,2022/05/04 18:11:42,172,1st,2022/05/04 18:39:11,18,0.45,0.6324585631184111,2022/05/04 18:35:48,201,"- The focus was on Dr. Wang, a biologist/conservationist whose focus is on pandas
- The article spotlighted his work and the influence of his research on the 2006 re-design of the Washington D.C. Zoo's panda exhibit
- there is a cute baby panda there named Bao Bao, and also the two original pandas are named Ling Ling and Hsing Hsing
- His research highlights how important habitat conservation is to the preserving of the panda species
- ""corridors"" are areas of protected habitat land, which are constructed
- pandas are not only really cute, but are also used symbolically and as tools of diplomacy in China, historically
- Some features of the new exhibit are cooling rocks, 'decision stations' to bring awareness to habitat conservation) and fog groves
",,2022/05/04 18:19:59,8,1,342,30.416566666666665,Both,K2,2022/05/04 18:35:48,2022/05/04 18:33:23,"The chart was easiest to read because it followed a flow-chart format, which, as a visual person, made more sense to me.","I liked how in the narrative story about the ballet, there was the option to click links corresponding to the chronological events of the story, which were all displayed together on a flow chart. Then, within the events, there were sub-flow charts, which made sense to me, as a learner/trying to synthesize the passages. "
47,2000-11-06,2022/05/04 18:21:24,2022/05/03 17:19:00,2022/05/04 18:44:59,2022/05/04 18:44:14,Current undergraduate student,White / Caucasian,Female,English,Art History and Criticism,How to Watch Television,1,K2,Prima Ballerina,2022/05/04 18:24:52,3,0.3,104,2022/05/04 18:23:06,101,1st,2022/05/04 18:44:14,18,0.42857142857142855,0.6023649236341204,,270,"- the main character is named isabella
-the first section talked about the children who were affected by the Cuban revolution, and how poverty levels increased in schools
- as a child, she went on a field trip in her home country of Cuba, where she saw a performance of the ballet ""Giselle"", which impacted her life
- the ballet was in a realllyyyy fancy theater in havana, cuba 
- she was in awe of its grandeur and architectural elements – this field trip/first experience at the ballet was engrained in her mind forever... 
- she identified with the story of cinderella, and was so inspired by and emotionally affected by ballet that she wanted to pursue it
- after auditioning for ballet school, however, she was declined entry 
- she still continued to love ballet, and went on to have a son
- his name was alejandro
- from the passage, it seems as if alejandro settled down in miami, floria, united states
- he missed his mother, so, knowing how much she loved ballet, he bought her tickets to see a ""legendary dancer"" at a theater in miami 
- after he called her, isabel seemed to have an awakening of sorts, and stopped feeling like a ""mechanical doll"" 
- she was so excited to see ballet again, and have it impact her emotionally just as it had before
 ",,2022/05/04 18:32:27,9,0.9,450,30.416566666666665,Both,K2,2022/05/04 18:35:48,2022/05/04 18:33:23,"The chart was easiest to read because it followed a flow-chart format, which, as a visual person, made more sense to me.","I liked how in the narrative story about the ballet, there was the option to click links corresponding to the chronological events of the story, which were all displayed together on a flow chart. Then, within the events, there were sub-flow charts, which made sense to me, as a learner/trying to synthesize the passages. "
48,2002-02-07,2022/03/18 17:34:59,2022/03/15 05:55:33,2022/03/18 18:07:21,2022/03/18 18:06:54,Current undergraduate student,White / Caucasian,Female,English,Psychology,Not Dead Yet: A Dying Star Is Caught Flaring Briefly Back to Life,0,H2,Managerial Decision Making,2022/03/18 17:19:20,3,0.3333333333333333,181,2022/03/18 17:15:44,73,1st,2022/03/18 18:02:08,22,0.1506849315068493,0.5555317568829389,2022/03/18 17:57:57,248,"Parameter measure are used when there are normal conditions and samples, whereas non-parameter measures are used when conditions and samples are outside of what is considered normal. Linear regression models include simple linear regression models. These statistical models are particularly useful in business and economics, yet they are not used for queuing methods or representations. Statistical errors can be measured and accounted for using a variety of methods, each of which have their own advantages and purposes that other methods do not account for. Statistic tests have implicit p-values. ",,2022/03/18 17:34:33,6,0.6666666666666666,899,50.40643333333333,K2,Both,2022/03/18 17:57:57,2022/03/18 17:50:18,"First, the content was easier to follow. Matters like evolution of animals are discussed and taught to children from a young age, so people are able to reason with this type of content more, whereas statistics tends to be taught at higher levels of education, so audiences are less familiar with this content. Second, passage #2 used much less words, which made the passage seem less overwhelming and made it easier to navigate, especially when skimming over and trying to find specific sections after reading once. Because the first passage had much longer blocks of text, it was more difficult to remember which piece of information came from which text block.","I think any form of flow chart (like the ones used in these passages) are nonetheless helpful for readers to connect concepts in their mind; although, flow charts are typically used to break up larger pieces of text to make it easier for an audience to digest. Therefore, the design of the second passage is more effective because of how it breaks apart the information into much smaller sections. It was also helpful to have the first page of the second passage that, to some extent, served as 7 different headers for the reader to direct themselves back to and that were more clear in the content they contained than the headers in the first passage. All of the headers in the first passage had a multitude of topics they each seemed to touch on, but the ""headers"" in the second passage were more specific. Being able to click on each of these ""headers"" individually in the second passage somehow made it easier to navigate than the headers of the first passage, yet I am not entirely certain why. "
48,2002-02-07,2022/03/18 17:34:59,2022/03/15 05:55:33,2022/03/18 18:07:21,2022/03/18 18:06:54,Current undergraduate student,White / Caucasian,Female,English,Psychology,Not Dead Yet: A Dying Star Is Caught Flaring Briefly Back to Life,0,H2,Managerial Decision Making,2022/03/18 17:19:20,3,0.3333333333333333,181,2022/03/18 17:15:44,73,2nd,2022/03/21 19:08:42,10,0.0684931506849315,0.30731941326797535,2022/03/21 19:05:44,176,The p-value of a statistical analysis is an evaluation of the population's data. This p-value can be utilized in linear analyses like simple linear regressions. There are multiple domains in which these statistical analyses can be applied. ,,2022/03/21 19:11:43,4,0.4444444444444444,177,19.146833333333333,K2,Neither,2022/03/21 19:24:52,,"Passage 2 was easier to go through because the way it was mapped out allowed the reader to create connections between all of the pieces of information more easily and keep it organized in the reader's mind. It was also helpful to take in smaller chunks of information at once, whereas Passage 1 consisted of large paragraphs that made all of the information mesh together in the reader's mind if they only read it once. The content of Passage 2 was also easier to understand; animal evolution is taught to youth from a young age, whereas the statistical analyses content from Passage 1 is content that less people are familiar with and have iterated to them less throughout life, so this made Passage 1 more difficult to follow as well as intimidating while reading. ","Both of these passages had two vary drastic representations of flow charts, and a flow chart these is in-between the designs of Passage 1 and Passage 2 would be ideal. As previously stated, Passage 1 was very information packed with longer paragraphs. Passage 2 had the information divided up more which made it easier for the reader to digest, yet since it was broken down into such few words in every place this also made it difficult to follow and form complete sentences in the reader's head. Dividing the information into multiple pages in Passage 2 also made it easier to separate topics in the reader's mind, yet Passage 1 had the advantage of having all of the information laid out in one place for the reader to quickly sift through and reference back towards. "
48,2002-02-07,2022/03/18 17:34:59,2022/03/15 05:55:33,2022/03/18 18:07:21,2022/03/18 18:06:54,Current undergraduate student,White / Caucasian,Female,English,Psychology,Not Dead Yet: A Dying Star Is Caught Flaring Briefly Back to Life,0,H2,Managerial Decision Making,2022/03/18 17:19:20,3,0.3333333333333333,181,2022/03/18 17:15:44,73,3rd,2022/03/25 12:10:51,18,0.1232876712328767,0.4256978585313602,2022/03/25 12:08:03,165,"Statistical analyses explained in this article are applicable to several processes except for queueing processes. Parametric systems are typically used when there is the 'normal' amount of information provided, and non-parametric systems are used in all other cases. One form of linear models is the simple linear regression model. P-value is a critical analysis based off of the sampled population's data. ",,2022/03/25 12:13:01,3,0.3333333333333333,124,17.637433333333334,K2,Both,2022/03/25 12:25:41,2022/03/25 12:19:42,I think Passage 1 was easier to read because all of the information was in more of a traditional format that the typical reader is more accustomed to. Passage 2 could get a bit confusing because all of the information was provided in fragments or even singular words that the reader would have to piece together. ,"I think a combination of both formats would be most effective. Passage 1 was almost too text heavy with long paragraphs that could have been separated a bit more to help the reader mentally categorize all of the information a bit more. As previously stated, Passage 2 broke up the information a bit too much and sometimes made it difficult to follow through a full sentence or point when navigating the article. Passage 2 still helped to serve the purpose of an information web, or flow chart, because the reader was able to see how all of this information connected to one another, whereas reading Passage 1 felt like reading a textbook with paragraphs that were just scattered rather than in a uniform format. "
48,2002-02-07,2022/03/18 17:34:59,2022/03/15 05:55:33,2022/03/18 18:07:21,2022/03/18 18:06:54,Current undergraduate student,White / Caucasian,Female,English,Psychology,Not Dead Yet: A Dying Star Is Caught Flaring Briefly Back to Life,1,K2,The Jaws That Jump,2022/03/18 17:39:40,2,0.2222222222222222,199,2022/03/18 17:36:17,77,1st,2022/03/18 18:06:54,23,0.26136363636363635,0.5430369577536758,,273,"A specific species of ants have two evolutionary advantages; they have fast-snapping mandibles to administer a lethal bite to prey, and they have fast and high-aiming jumps. These jumps can either be used as an escape, which sends both the ant and the other animal in different directions out of the ant's nest, or can be used as a form of attack. The attack jump and bite have been compared to attempting to grab a hold of popping popcorn; the ant is quick in their attack, and it is a painful sting. The ants have a de-acceleration mechanism within their mandibles, so when they administer the lethal bite to prey, their jaw does not close down all the way and prevents them from accidentally killing, or otherwise harming, themselves. These quick bites are possible through built-up energy in the jaw's muscles. ",,2022/03/18 17:50:10,5,0.5555555555555556,619,50.40643333333333,K2,Both,2022/03/18 17:57:57,2022/03/18 17:50:18,"First, the content was easier to follow. Matters like evolution of animals are discussed and taught to children from a young age, so people are able to reason with this type of content more, whereas statistics tends to be taught at higher levels of education, so audiences are less familiar with this content. Second, passage #2 used much less words, which made the passage seem less overwhelming and made it easier to navigate, especially when skimming over and trying to find specific sections after reading once. Because the first passage had much longer blocks of text, it was more difficult to remember which piece of information came from which text block.","I think any form of flow chart (like the ones used in these passages) are nonetheless helpful for readers to connect concepts in their mind; although, flow charts are typically used to break up larger pieces of text to make it easier for an audience to digest. Therefore, the design of the second passage is more effective because of how it breaks apart the information into much smaller sections. It was also helpful to have the first page of the second passage that, to some extent, served as 7 different headers for the reader to direct themselves back to and that were more clear in the content they contained than the headers in the first passage. All of the headers in the first passage had a multitude of topics they each seemed to touch on, but the ""headers"" in the second passage were more specific. Being able to click on each of these ""headers"" individually in the second passage somehow made it easier to navigate than the headers of the first passage, yet I am not entirely certain why. "
48,2002-02-07,2022/03/18 17:34:59,2022/03/15 05:55:33,2022/03/18 18:07:21,2022/03/18 18:06:54,Current undergraduate student,White / Caucasian,Female,English,Psychology,Not Dead Yet: A Dying Star Is Caught Flaring Briefly Back to Life,1,K2,The Jaws That Jump,2022/03/18 17:39:40,2,0.2222222222222222,199,2022/03/18 17:36:17,77,2nd,2022/03/21 19:14:59,18,0.20454545454545456,0.48152527353096464,2022/03/21 19:11:49,189,"There is a species of any that has two unique capabilities including a lethal bite and a jump tactic. The lethal bite is typically used against prey (rather than defense against predators), and it is generated through stored energy in the mandible muscles. The ants are able to administer this bite without harming themselves because of a mechanism in their jaws that slows down their bite right before their jaw would close. The escape jump is more obviously used against predators, and it will send both the ant and their predator out of the ant's nest in opposite directions. ",,2022/03/21 19:17:32,6,0.6666666666666666,149,19.146833333333333,K2,Neither,2022/03/21 19:24:52,,"Passage 2 was easier to go through because the way it was mapped out allowed the reader to create connections between all of the pieces of information more easily and keep it organized in the reader's mind. It was also helpful to take in smaller chunks of information at once, whereas Passage 1 consisted of large paragraphs that made all of the information mesh together in the reader's mind if they only read it once. The content of Passage 2 was also easier to understand; animal evolution is taught to youth from a young age, whereas the statistical analyses content from Passage 1 is content that less people are familiar with and have iterated to them less throughout life, so this made Passage 1 more difficult to follow as well as intimidating while reading. ","Both of these passages had two vary drastic representations of flow charts, and a flow chart these is in-between the designs of Passage 1 and Passage 2 would be ideal. As previously stated, Passage 1 was very information packed with longer paragraphs. Passage 2 had the information divided up more which made it easier for the reader to digest, yet since it was broken down into such few words in every place this also made it difficult to follow and form complete sentences in the reader's head. Dividing the information into multiple pages in Passage 2 also made it easier to separate topics in the reader's mind, yet Passage 1 had the advantage of having all of the information laid out in one place for the reader to quickly sift through and reference back towards. "
48,2002-02-07,2022/03/18 17:34:59,2022/03/15 05:55:33,2022/03/18 18:07:21,2022/03/18 18:06:54,Current undergraduate student,White / Caucasian,Female,English,Psychology,Not Dead Yet: A Dying Star Is Caught Flaring Briefly Back to Life,1,K2,The Jaws That Jump,2022/03/18 17:39:40,2,0.2222222222222222,199,2022/03/18 17:36:17,77,3rd,2022/03/25 12:16:35,18,0.20454545454545456,0.6015855626925591,2022/03/25 12:13:06,206,"A specific breed of ant has a lethal bite that is used to attack against prey. This bite is powered through stored energy in the ant's jaw muscles. The ant has the ability to administer this bite without harming themself through a mechanism that slows down their jaw right before it would close on itself. This ant is also know for high jumps and escape jumps. The escape jumps are used to send both an attacker and the ant in opposite directions out of the ant's nest when they're under attack. These escape jumps have also been compared to ""popping popcorn"" because of the quick sting they give off to anyone near them that makes it difficult for the ant to be captured. ",,2022/03/25 12:18:55,5,0.5555555555555556,137,17.637433333333334,K2,Both,2022/03/25 12:25:41,2022/03/25 12:19:42,I think Passage 1 was easier to read because all of the information was in more of a traditional format that the typical reader is more accustomed to. Passage 2 could get a bit confusing because all of the information was provided in fragments or even singular words that the reader would have to piece together. ,"I think a combination of both formats would be most effective. Passage 1 was almost too text heavy with long paragraphs that could have been separated a bit more to help the reader mentally categorize all of the information a bit more. As previously stated, Passage 2 broke up the information a bit too much and sometimes made it difficult to follow through a full sentence or point when navigating the article. Passage 2 still helped to serve the purpose of an information web, or flow chart, because the reader was able to see how all of this information connected to one another, whereas reading Passage 1 felt like reading a textbook with paragraphs that were just scattered rather than in a uniform format. "
49,2000-09-23,2022/04/18 20:49:52,2022/04/17 18:38:09,2022/04/18 21:07:52,2022/04/18 21:07:13,Current undergraduate student,White / Caucasian,Female,English,Economics,The Buzz in Our Pockets,0,K2,How to Watch Television,2022/04/18 20:40:42,1,0.1111111111111111,140,2022/04/18 20:37:57,191,1st,2022/04/18 21:04:25,8,0.14285714285714285,0.3113611835216717,2022/04/18 21:01:48,154,"How to watch Tv showcased the different ways TV works and how watching it can impact you. The author talked about how the newscasters are selected, they have to look a certain way to present the news. The news today is more entertainment than pure information. They are often presenting with images rather than text. The viewer has the option to switch back and forth between news channels and does not require your full attention. ",,2022/04/18 20:49:27,7,0.7777777777777778,519,26.727866666666667,H2,H2,2022/04/18 21:01:48,2022/04/18 20:59:30,Passage two was easier to read do to the larger and fewer passages. The web of phrases in passage 1 was harder to follow and often was confusing and strayed from the topic. ,"Passage 2 was more helpful for me, I was able to understand the broad ideas of the passage without fully reading it. Passage 1 was more complex and I didnt feel like I understood the whole passage fully."
49,2000-09-23,2022/04/18 20:49:52,2022/04/17 18:38:09,2022/04/18 21:07:52,2022/04/18 21:07:13,Current undergraduate student,White / Caucasian,Female,English,Economics,The Buzz in Our Pockets,0,K2,How to Watch Television,2022/04/18 20:40:42,1,0.1111111111111111,140,2022/04/18 20:37:57,191,2nd,2022/04/21 17:05:54,7,0.125,0.3316182087655882,2022/04/21 17:02:34,199,"From the passage ""How to Watch Television"" I recall the diagram discussing how the presentation of the newscaster effects the way in which we watch television. The watcher is not required to watch the same news channel and can choose between multiple channels. The presentation of the news today is more a form of entertainment that pure information. The author referenced the newscasters as talking hairdos. They also referenced the fact that you must look the part to keep and maintain your job.",,2022/04/21 17:07:39,6,0.6666666666666666,102,13.1977,H2,H2,2022/04/21 17:15:45,,"Passage 2 was much easier to read, the larger format paragraphs versus the smaller segments in passage 1 made Passage 2 flow easier. It was easier to get the whole image and storyline from passage 2. Passage 1 seemed to broken up and segmented. ","Passage 2 was more helpful to me, it would be helpful in my academic learning by allowing me to understand topics or articles without fully reading them. Passage 2 was much more effective in helping me learn. "
49,2000-09-23,2022/04/18 20:49:52,2022/04/17 18:38:09,2022/04/18 21:07:52,2022/04/18 21:07:13,Current undergraduate student,White / Caucasian,Female,English,Economics,The Buzz in Our Pockets,0,K2,How to Watch Television,2022/04/18 20:40:42,1,0.1111111111111111,140,2022/04/18 20:37:57,191,3rd,2022/04/25 15:05:43,10,0.17857142857142858,0.280074051913342,2022/04/25 15:01:30,251,"From Passage 1 How to Watch Television, I recall the author talking about the presentation of the newscaster being important. The author often referred to the newscasters as talking hairdos referring to the fact that looking the part is an important aspect to being on the news. The author included a story about a woman named Christine and how she was terminated from her role. The author also points out the various new channels today and that the viewer is not obligated to watch just one channel. Today, news is seen as a form of entertainment rather than pure information. The newscasters often present with pictures or images rather than textual evidence.",,2022/04/25 15:07:40,6,0.6666666666666666,114,14.812783333333334,H2,H2,2022/04/25 15:16:19,2022/04/25 15:13:34,Passage 2 was easier to read because of the larger paragraph formatting. Passage 1 seemed too broken up and was often more difficult to follow along. Passage 1 seemed to flow better and the storyline was easier to understand the full passage.,Passage 2 would be more helpful in my academic learning. After reading passage 2 it felt like I understood the whole passage very well and was able to understand the characters and their role in the passage. 
49,2000-09-23,2022/04/18 20:49:52,2022/04/17 18:38:09,2022/04/18 21:07:52,2022/04/18 21:07:13,Current undergraduate student,White / Caucasian,Female,English,Economics,The Buzz in Our Pockets,1,H2,Reena,2022/04/18 20:52:55,2,0.2,116,2022/04/18 20:50:57,64,1st,2022/04/18 21:07:13,13,0.25,0.5115868412069412,,161,The passage Reena was from her friends point of view. Reena was walking into the church for her aunts funeral and her childhood friend recalls Reena as a child. She states that Reena was more intellectual than her and spoke of the spanish civil war and Hitler in Poland. Reena changed her name at the age of 12 and forced everyone to call her Reena. Reena grew up with a dozen brothers and sisters but she acted like an only child. Her mother was more strict and effective while her father kept Reena at a distance.,,2022/04/18 20:59:14,10,1,376,26.727866666666667,H2,H2,2022/04/18 21:01:48,2022/04/18 20:59:30,Passage two was easier to read do to the larger and fewer passages. The web of phrases in passage 1 was harder to follow and often was confusing and strayed from the topic. ,"Passage 2 was more helpful for me, I was able to understand the broad ideas of the passage without fully reading it. Passage 1 was more complex and I didnt feel like I understood the whole passage fully."
