ParticipantID,BirthDate,Education,Institution,Ethnicity,Gender,Language,Major,Order,Condition,Passage,PassageType,PretestScore,PretestScoreRatio,PreviewTime,Session,Recall,RecallScoreRatio,RecallreText,RecognitionScore,RecognitionScoreRatio,Duration,Readability,Learnability,Feedback1,Feedback2
8,2000-11-14,Current undergraduate student,University of Delaware,White / Caucasian,Female,English,Mechanical Engineering,1,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,4,0.4,63,After 3 Days,20,0.14285714285714285,The barn owl paper talked about barn owls and how deadly they were and why. Barn owls have vertical and horizontal hearing. Their horizontal hearing is 3x better then humans. They hear sounds above them out of one ear and sounds below them out of the other ear. Barn owls have a very striking face. These feathers help them hear high frequencies better. They also have troughs which are longer then they are wide which travel along the side of their face. Barn owls have deadly talons.  ,8,0.8,12.566683333333334,Linear Text,Hybrid Map,It is what I am used to so I can more easily follow what is going on from beginning to end. Also there was a story aspect which made it feel easier to follow.,I think if I were writing the paper then passage 2 would be more helpful in my learning process. Drawing connections between stories is a great way to show that you really know material and are able to understand what it all means
9,2000-12-11,Current undergraduate student,"University of California, Berkeley",White / Caucasian - Asian,Female,English,Psychology,0,Linear Text,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,ACT Social Sciences,6,0.75,243,Immediately,12,0.3,"Wang is a researcher at the National Zoo. He enhanced the Panda exhibit there and installed Decision Makers that help visitors learn more about the pandas' habitat. Critics claim that too much money is spent on the panda exhibit. Bao Bao has been drawing more visitors to the zoo, so much so that the zoo had to extend its hours. The exhibit includes a panda grotto and other features. ",5,0.625,38.2539,Hybrid Map,Hybrid Map,Passage 2 was laid out in a sort of map that was easier to follow. I was able to more easily retrieve information from the passage when answering the test questions.,"Passage 2 provided the information in an order that made sense to me. Passage 1 felt like the information was given all at once, whereas Passage 2 split the information into sections that followed a more understandable path."
9,2000-12-11,Current undergraduate student,"University of California, Berkeley",White / Caucasian - Asian,Female,English,Psychology,0,Linear Text,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,ACT Social Sciences,6,0.75,243,After 3 Days,14,0.35,"Wang is a researcher at the National Zoo and worked on a panda exhibit. A panda named Bao Bao has drawn a lot of visitors to the zoo, and the zoo had to extend its hours to accommodate all the guests. The exhibit has a panda grove. Visitors can have an immersive experience at the exhibit and learn about the pandas' natural habitat. A criticism of Wang's research is that too much money is being spent on studying a single species. Wang witnessed a mother panda caring for its offspring and felt a sense of joy. ",4,0.5,16.032866666666667,Hybrid Map,Hybrid Map,It was organized into a map of different sections and each area of the map was related to the previous one.,"Passage 1 laid out the information all at once, while Passage 2 was more organized. When I was answering the questions about passage 2, it was easier for me to go back and find the section in which I thought the answer might be."
9,2000-12-11,Current undergraduate student,"University of California, Berkeley",White / Caucasian - Asian,Female,English,Psychology,0,Linear Text,Conservationist  and Diplomat: The Grey Areas of Panda Conservation,ACT Social Sciences,6,0.75,243,After 1 Week,13,0.325,This passage was about the panda exhibit at the National Zoo. Wang is a researcher who worked on the exhibit. The exhibit contains a station where visitors can learn more about the pandas' natural habitat. Bao Bao is a panda at the exhibit that has drawn more visitors to the zoo. The zoo had to extend its hours in order to accommodate the increased number of guests. Critics of the panda exhibit say that too much money is being spent on a single exhibit and area of research. The exhibit includes a grotto for the pandas. ,4,0.5,18.161983333333332,Hybrid Map,Hybrid Map,"Passage 2 presented the information in a map format. It was easier to read at the time. I think I was able to remember more information from Passage 1 for the 3 days later and today's follow-up sessions because there were details about Bao Bao that were less ""scientific."" From my memory, Passage 2 did not have much information that was less ""scientific."" I think my written response score from the first session shows how I was better able to comprehend the information in Passage 2, though my memory of the passage was not as good.",I found Passage 2 easier to go back into in order to find information that helped me answer the test questions. I performed consistently better on the test questions for Passage 2. 
9,2000-12-11,Current undergraduate student,"University of California, Berkeley",White / Caucasian - Asian,Female,English,Psychology,1,Hybrid Map,The Jaws That Jump,ACT Natural Sciences,5,0.5555555555555556,74,Immediately,19,0.2159090909090909,"The passage was about trap-jaw ants. These ants have powerful mandibles that get up to high speed to attack their prey. The mandible decelerates right before closing so the ants' jaws do not break. The bounce defense (?) probably evolved accidentally. In addition to the bounce defense, another defense that these ants use is the escape jump. During one of their defenses, the ants propel both themselves and their intruders in different directions. These ants are from Central and South America. ",7,0.7777777777777778,38.2539,Hybrid Map,Hybrid Map,Passage 2 was laid out in a sort of map that was easier to follow. I was able to more easily retrieve information from the passage when answering the test questions.,"Passage 2 provided the information in an order that made sense to me. Passage 1 felt like the information was given all at once, whereas Passage 2 split the information into sections that followed a more understandable path."
9,2000-12-11,Current undergraduate student,"University of California, Berkeley",White / Caucasian - Asian,Female,English,Psychology,1,Hybrid Map,The Jaws That Jump,ACT Natural Sciences,5,0.5555555555555556,74,After 3 Days,13,0.14772727272727273,"This passage was about trap-jaw ants. They have two defense mechanisms. In one of their defense mechanisms, they jump on their predator and send both themselves and the predators flying in opposite directions. Their jaws decelerate right before they close in order to prevent the jaw from breaking. Their jaws can snap down at high speeds. They evolved accidentally. ",7,0.7777777777777778,16.032866666666667,Hybrid Map,Hybrid Map,It was organized into a map of different sections and each area of the map was related to the previous one.,"Passage 1 laid out the information all at once, while Passage 2 was more organized. When I was answering the questions about passage 2, it was easier for me to go back and find the section in which I thought the answer might be."
9,2000-12-11,Current undergraduate student,"University of California, Berkeley",White / Caucasian - Asian,Female,English,Psychology,1,Hybrid Map,The Jaws That Jump,ACT Natural Sciences,5,0.5555555555555556,74,After 1 Week,12,0.13636363636363635,"This passage was about trap-jaw ants. These ants have jaws that close at high speeds to capture their prey. The jaws decelerate before closing so that the jaws do not break. The ants have two primary defense mechanisms. In one of their defense mechanisms, the ant and its predator are swung in different directions. Scientists believe that these ants' mandibles evolved by accident. ",6,0.6666666666666666,18.161983333333332,Hybrid Map,Hybrid Map,"Passage 2 presented the information in a map format. It was easier to read at the time. I think I was able to remember more information from Passage 1 for the 3 days later and today's follow-up sessions because there were details about Bao Bao that were less ""scientific."" From my memory, Passage 2 did not have much information that was less ""scientific."" I think my written response score from the first session shows how I was better able to comprehend the information in Passage 2, though my memory of the passage was not as good.",I found Passage 2 easier to go back into in order to find information that helped me answer the test questions. I performed consistently better on the test questions for Passage 2. 
10,1998-04-20,Current Master's student,University of Michigan,Asian,Male,Chinese,Computer and Information Systems,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,0,0,252,Immediately,9,0.06428571428571428,"Locating through sound.
Body features cooperate perfectly with its sound detection ability.
Humans are surprisingly the type of animal with best sound detection ability.
Smooth hunter.",6,0.6,64.01363333333333,Hybrid Map,Hybrid Map,"1. P2 is organized through the logic deduction of the author. Whereas P1 seemed rigid and I had to put into more efforts to understanding the whole structure and details of the passage.
2. P2 is Similar to a dictionary through which I could easily find the information I need. However, for P1, it is very hard to locate the phrases or sentences I was looking for.","Easier to read, refer and review."
10,1998-04-20,Current Master's student,University of Michigan,Asian,Male,Chinese,Computer and Information Systems,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,0,0,252,After 3 Days,11,0.07857142857142857,"1. Talons cooperates well with the sound tracking ability
2. Striking facial features
3. 3 times the vertical sound tracking ability than human",8,0.8,24.113716666666665,Hybrid Map,Hybrid Map,"1. Organized in a more readable pattern
2.’Cheat’ in the sequence of reading
3.It is related with social phenomenon rather than knowledges about nature, which makes the passage more understandable based on my own experience with TV programs rather than owls.","It’s more like a mind map, where I could easily find spots that I would like to recall. The title of each paragraph is more like road mark rather than a simple title."
10,1998-04-20,Current Master's student,University of Michigan,Asian,Male,Chinese,Computer and Information Systems,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,0,0,252,After 1 Week,4,0.02857142857142857,Talon and striking facial features.,9,0.9,8.17155,Hybrid Map,Hybrid Map,Easy to find my answer,Easy to find the information
10,1998-04-20,Current Master's student,University of Michigan,Asian,Male,Chinese,Computer and Information Systems,1,Hybrid Map,How to Watch Television,ACT Social Sciences,3,0.3333333333333333,62,Immediately,6,0.10714285714285714,"Explain the meaning and context of the “Now...this” phrase and why TV proves to be the best nourishment for this phrase.
Reporters are much more like actors.
A female reporter fired for unexplainable reason with superficial connection from audiences’ feedbacks.",7,0.7777777777777778,64.01363333333333,Hybrid Map,Hybrid Map,"1. P2 is organized through the logic deduction of the author. Whereas P1 seemed rigid and I had to put into more efforts to understanding the whole structure and details of the passage.
2. P2 is Similar to a dictionary through which I could easily find the information I need. However, for P1, it is very hard to locate the phrases or sentences I was looking for.","Easier to read, refer and review."
10,1998-04-20,Current Master's student,University of Michigan,Asian,Male,Chinese,Computer and Information Systems,1,Hybrid Map,How to Watch Television,ACT Social Sciences,3,0.3333333333333333,62,After 3 Days,7,0.125,"1.A critic judging the media industry for its overemphasis on image and every news runs short lived.
2.A reporter fired because she is unwelcome however nobody could tell exactly what was wrong with her.
3.TV staffs are like actors rather than a faithful truth teller.
4.”Now...that” statement: the context and the phenomenon ",5,0.5555555555555556,24.113716666666665,Hybrid Map,Hybrid Map,"1. Organized in a more readable pattern
2.’Cheat’ in the sequence of reading
3.It is related with social phenomenon rather than knowledges about nature, which makes the passage more understandable based on my own experience with TV programs rather than owls.","It’s more like a mind map, where I could easily find spots that I would like to recall. The title of each paragraph is more like road mark rather than a simple title."
10,1998-04-20,Current Master's student,University of Michigan,Asian,Male,Chinese,Computer and Information Systems,1,Hybrid Map,How to Watch Television,ACT Social Sciences,3,0.3333333333333333,62,After 1 Week,0,0,"Women journalist
“Now...that”
",6,0.6666666666666666,8.17155,Hybrid Map,Hybrid Map,Easy to find my answer,Easy to find the information
12,2002-01-14,Current undergraduate student,,Not listed (Please specify) - Middle Eastern ,Male,English,General Business,0,Linear Text,How to Watch Television,ACT Social Sciences,2,0.2222222222222222,172,Immediately,10,0.17857142857142858,"The appearance of a tv worker is very important. the main goal of tv is to entertain. Christine Craft is an example of someone who was hired and also fired for her looks, proving how much looks matter in the business. TV shows still have the historical principle of ""banishing"" its workers. The amount of air time a topic gets will determine its ""value"" to the viewers. ",8,0.8888888888888888,69.27953333333333,Linear Text,Both,It had more of a chronological order rather than splitting up into different paths,Passage one provides a passage of reading you will see more often so it is good to be accustomed to it. Passage two teaches you to adjust to a bit of a different format. 
12,2002-01-14,Current undergraduate student,,Not listed (Please specify) - Middle Eastern ,Male,English,General Business,0,Linear Text,How to Watch Television,ACT Social Sciences,2,0.2222222222222222,172,After 3 Days,11,0.19642857142857142,"That the looks of a news cast member matters, you can be fired or hired based on just that aspect alone. TV and news stills goes by the ancient principle of ""banishing"" members. News and TV is watched for entertainment. The amount of air time an event is given in the news will decide how ""important"" it is. People applying to be on a news station front desk crew who are conventionally unattractive will not be picked for the job. Appearance of the person delivering the news on a news channel will either make people think that person is credible or not. When the statement ""now this"" is said, this means the switching to a  topics that is not connected. ",8,0.8888888888888888,18.018633333333334,Linear Text,Both,It was chronological in order making it easier to read,The first was helpful to become more accustomed to the more traditional display of information. The second forced me to adapt to a different style of information being displayed. 
12,2002-01-14,Current undergraduate student,,Not listed (Please specify) - Middle Eastern ,Male,English,General Business,1,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,4,0.4,68,Immediately,22,0.15714285714285714,The azimuth of sounds refers to sound from a horizontal direction. Owls and humans have the same capacity to hear azimuth sounds but owl are 3 times better at identifying horizontal sound. The owl trough is longer than wide. An owls neurons are excited by a particular region of area. Owls feathers are auditorically transparent letting sounds travel through them unfiltered. An owl adjusts its talons to the turns of its prey even in the dark. ,10,1,69.27953333333333,Linear Text,Both,It had more of a chronological order rather than splitting up into different paths,Passage one provides a passage of reading you will see more often so it is good to be accustomed to it. Passage two teaches you to adjust to a bit of a different format. 
12,2002-01-14,Current undergraduate student,,Not listed (Please specify) - Middle Eastern ,Male,English,General Business,1,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,4,0.4,68,After 3 Days,16,0.11428571428571428,"Owls troughs are longer than they are wide. Owls redirect their claws to the turning of its prey when chasing. Owls feathers are audio transparent, meaning sounds can travel and pass through them. An owls hearing horizontally is similar in capability to humans but is 3 times better for hearing of the vertical direction. Owls neurons are excited depending on the area of sounds. The sunken eyes of an owl allow it to better capture sound. ",10,1,18.018633333333334,Linear Text,Both,It was chronological in order making it easier to read,The first was helpful to become more accustomed to the more traditional display of information. The second forced me to adapt to a different style of information being displayed. 
13,2000-02-14,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,Chinese,Information Sciences,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,3,0.3,151,Immediately,12,0.08571428571428572,"The Barn Owl has a very good hearing ability, it can hear from two direction axis - horizontal and vertical, which is better than most the species
It can catch even in the darkness
The part on their body for hearing is in the size of 2cm*8cm
Their left ear and right ear can hear different things
Their facial expression ",7,0.7,74.9469,Hybrid Map,Hybrid Map,"Because it clearly shows the hierarchical structure of the passage, allowing me to know how those paragraphs are connected and what is the relationship between them.","For the representation format of passage 2, it offers me a quick way to know the information from a glance. It is comfortable to read and I can concentrate more on the context. This form may not be as effective in training my reading skills as the first format, but it helps people who want to spend less time understanding a new area. As a graduate student studying in an interdisciplinary area, it is helpful for me to have structured knowledge to learn quickly.

====================================

Some other thoughts:
The two formats are helpful in different contexts and for different purposes.

For the representation format of passage 1, it trains the ability to summarize information and find the logic chain between paragraphs. This might make the reading process more frustrated at the beginning - since the reader needs to figure out and summarize a lot of things by themselves. But I believe this will ultimately improve their ability in seizing information and grow my reading skills. This is more like a student context, like for students before the undergraduate study (?)."
13,2000-02-14,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,Chinese,Information Sciences,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,3,0.3,151,After 3 Days,11,0.07857142857142857,"The barn owl has a super good hearing ability, it can hear from two axis dimensions (vertically and horizontally). Its hearing ability is better than humans. Its ear is in the dimension of 2cm*8cm. It can catch animals in the dark based on its hearing ability when flying in the air. There is something outside the ear to shelter it. The left ear and right ear of a barn owl hear different things. ",5,0.5,26.172466666666665,Hybrid Map,Hybrid Map,"It is more organized with a visualized structure. When I recall, I recall following the image of the structure visualization in my memory.","First, I feel more confident to learn the content at the first glance. The knowledge is more clear and more organized, and I can clearly know how much information is presented. Second, it is better for me to recall the knowledge. The image of the mind map is in my memory, and I can recall following the map. For example, even if I don't remember the details of the example offered at the last of passage 2, I know there was an example supporting the author's argument. "
13,2000-02-14,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,Chinese,Information Sciences,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,3,0.3,151,After 1 Week,12,0.08571428571428572,"The barn owl has a very great hearing ability, greater than most creatures including humans. It can hear from both horizontal and vertical directions, and the things they hear from these directions are different. its ear size is 2cm*8cm, and there is something covers over their ears to protect them. it can pray in the dark high from the sky. Its facial looking is special.",5,0.5,18.410433333333334,Hybrid Map,Hybrid Map,The structure is clear. And also I think the topic of passage two is originally more familiar to me.,"I think the shape/picture of the mindmap is in my memory. When I recall, I can recall more comprehensively in an organized way. "
13,2000-02-14,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,Chinese,Information Sciences,1,Hybrid Map,How to Watch Television,ACT Social Sciences,5,0.5555555555555556,78,Immediately,13,0.23214285714285715,"1. a very popular sentence in television is ""now... this"", it often appears when a topic has been discussed for a few seconds and then shifts to another topic
2. people are not expected to focus on the other TV for a long time, they can always walk away
3. news reporters are expected to have a good appearance
4. people do not like actors and performers to report the news, decreasing the credibility. The author believes this is a serious problem.
5. televisions are for entertaining the users
6. televisions rely more on images than words
...
There is an example, but 
",9,1,74.9469,Hybrid Map,Hybrid Map,"Because it clearly shows the hierarchical structure of the passage, allowing me to know how those paragraphs are connected and what is the relationship between them.","For the representation format of passage 2, it offers me a quick way to know the information from a glance. It is comfortable to read and I can concentrate more on the context. This form may not be as effective in training my reading skills as the first format, but it helps people who want to spend less time understanding a new area. As a graduate student studying in an interdisciplinary area, it is helpful for me to have structured knowledge to learn quickly.

====================================

Some other thoughts:
The two formats are helpful in different contexts and for different purposes.

For the representation format of passage 1, it trains the ability to summarize information and find the logic chain between paragraphs. This might make the reading process more frustrated at the beginning - since the reader needs to figure out and summarize a lot of things by themselves. But I believe this will ultimately improve their ability in seizing information and grow my reading skills. This is more like a student context, like for students before the undergraduate study (?)."
13,2000-02-14,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,Chinese,Information Sciences,1,Hybrid Map,How to Watch Television,ACT Social Sciences,5,0.5555555555555556,78,After 3 Days,12,0.21428571428571427,"The author believes that television shows aim to entertain people instead of offering serious news. There is a phrase (probably ""next... this"", I can't remember the exact words) that indicates that the host is going to transfer one content to another. Both contents do not play for a long time. People are not expected to sit in front of TV for a long time, they can leave at any time. People do not like actors to be the news host, which they believe decreases credibility. In other words, the news host's appearance influences their credibility. The passage also offered an example at the last, but I cannot remember the content clearly. ",9,1,26.172466666666665,Hybrid Map,Hybrid Map,"It is more organized with a visualized structure. When I recall, I recall following the image of the structure visualization in my memory.","First, I feel more confident to learn the content at the first glance. The knowledge is more clear and more organized, and I can clearly know how much information is presented. Second, it is better for me to recall the knowledge. The image of the mind map is in my memory, and I can recall following the map. For example, even if I don't remember the details of the example offered at the last of passage 2, I know there was an example supporting the author's argument. "
13,2000-02-14,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,Chinese,Information Sciences,1,Hybrid Map,How to Watch Television,ACT Social Sciences,5,0.5555555555555556,78,After 1 Week,11,0.19642857142857142,"the author believes that the goal of television is entertaining users. TVs rely more on images than sound. Viewers are not expected to sit in front of TVs for a long period of time. There is a transition phrase, transiting news with different, unconnected content. The appearance of the news reporter influences the credibility of the news to viewers. people do not like actors (?) to be news reporters. I remember there is an example at the end of this passage, but I cannot clearly remember the content of the example, probably for supporting appearance's influences on news credibility.",9,1,18.410433333333334,Hybrid Map,Hybrid Map,The structure is clear. And also I think the topic of passage two is originally more familiar to me.,"I think the shape/picture of the mindmap is in my memory. When I recall, I can recall more comprehensively in an organized way. "
14,2000-11-11,Current undergraduate student,University of Michigan,Asian,Female,Chinese,Liberal Arts,0,Linear Text,How to Watch Television,ACT Social Sciences,2,0.2222222222222222,120,Immediately,12,0.21428571428571427,"""Now...this"" in television is an indication of transferring topics in a short interval- the television doesn't expect their audiences to spend too much time on a single topic. Television is presenting news without context and focuses more and quantity than quality, showing that news are turning into a form of entertainment. The newscasters are selected based on their looks instead of personalities. The story of Christine Craft, who is fired from TV station due to her look, is a vivid example of the unreliable nature of modern TV news.",9,1,49.49216666666667,Both,Hybrid Map,The first article has less sub-arguments while the second passage has a more well-structured representation form.,"Academic learning usually are more wide-ranged and contains many sub-points under a topic, which requires a more structured way of writing."
14,2000-11-11,Current undergraduate student,University of Michigan,Asian,Female,Chinese,Liberal Arts,0,Linear Text,How to Watch Television,ACT Social Sciences,2,0.2222222222222222,120,After 3 Days,15,0.26785714285714285,"News on television today does no intend to make their audiences focus on the same content for too long time, and the class ""now...that"" always indicates a transfer of focus during the show. News on TV are more similar to entertainment in recent days. Moreover, the newscasters are not selected based on their comprehensive abilities but on their appearances, the people who looks with more credibility would be more likely to get the role. The case of Christine Craft is an example of this phenomenon, in which she is fired due to her look on the show. The television is not a serious medium for news. ",9,1,30.561716666666666,Hybrid Map,Hybrid Map,"Passage two's structure has a visual feature in comparison with passage one's, and therefore leaves a deeper impression while I read. When I was comprehending passage two I could easily recall the structure of that passage, like how many big branches there are in the first level and what they are about. This kind of structure has the function of building and reactivating my memory about the passage's central points, making it easier to read.","In academic learning process I need to go over multiple papers with many dense arguments, and applying passage 2's format of representation helps me organizes the content in sequence. I consider this format will makes my learning process more effective as I can easily skip contents that are not so important and remember essential arguments in a logic sequence. "
14,2000-11-11,Current undergraduate student,University of Michigan,Asian,Female,Chinese,Liberal Arts,1,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,5,0.5,65,Immediately,22,0.15714285714285714,"The barn owl are good at hunting from the air with high accuracy, which is the result of their multiple biological features. Barn owls are extraordinarily accurate in both the distance and the elevation of the sound, and thanks to their special neuron functions, they could map the sound they hear spatially even in the dark and adjust their positions. They also have very visually striking faces with their troughs surround their faces with acoustically transparent feathers. ",8,0.8,49.49216666666667,Both,Hybrid Map,The first article has less sub-arguments while the second passage has a more well-structured representation form.,"Academic learning usually are more wide-ranged and contains many sub-points under a topic, which requires a more structured way of writing."
14,2000-11-11,Current undergraduate student,University of Michigan,Asian,Female,Chinese,Liberal Arts,1,Hybrid Map,The Hearing of the Barn Owl,ACT Natural Sciences,5,0.5,65,After 3 Days,25,0.17857142857142858,"The barn owls are hunters who can catch their preys with great accuracy from the air. Barn owls are visually striking animals with troughs around their faces and ""acoustically transparent"" feathers.  They can sense the position of their preys by their extraordinary acoustic sensation. They could hear both the distance of the sound and the elevation of the sound, and the neurons in their brain would be activated by sound in different location, therefore constructing a spatial map of where their preys are. The barns owls are able of differentiating very minimal movements of their preys even within the dark, and adjust their bodies' concentrations due to the preys' movements. ",7,0.7,30.561716666666666,Hybrid Map,Hybrid Map,"Passage two's structure has a visual feature in comparison with passage one's, and therefore leaves a deeper impression while I read. When I was comprehending passage two I could easily recall the structure of that passage, like how many big branches there are in the first level and what they are about. This kind of structure has the function of building and reactivating my memory about the passage's central points, making it easier to read.","In academic learning process I need to go over multiple papers with many dense arguments, and applying passage 2's format of representation helps me organizes the content in sequence. I consider this format will makes my learning process more effective as I can easily skip contents that are not so important and remember essential arguments in a logic sequence. "
15,1999-03-05,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,English,Information Sciences,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,5,0.5,255,Immediately,22,0.15714285714285714,"Barn owls can hear in both vertical and horizontal dimensions. Their faces are the most striking feature, and they are able to pick up on sounds so acutely that they can even figure out if an animal as small as a mouse has turned its body in the dark. Each individual neuron in their brain is focused on one dimension(?)/aspect(??) of sound. Though barn owls are the same as humans in terms of hearing acuity for the horizontal dimension of sound, they are 3 times better at the vertical dimension of sound (elevation). The feathers on their face are called troughs, which are 2 cm wide and 9 cm long. Prior to the discovery of the barn owl, it was thought that humans had the best hearing ability (I think). ",10,1,44.3579,Hybrid Map,Both,"The second passage was easier to go through because of chunking, and I think it was faster to scroll horizontally than vertically. ","If I were reading digitally, I'd prefer the second passage. But if I were reading it on a physical document, I'd prefer the format of the first passage. For physical documents, I'd be able to highlight + add visual flairs to important information to bring information to my attention, and I don't really like to have too much white space for physical academic documents. "
15,1999-03-05,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,English,Information Sciences,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,5,0.5,255,After 3 Days,27,0.19285714285714287,"The barn owl hears in two dimensions — horizontal and vertical. Vertical is based off of elevation and horizontal is based off the azimuth. The barn owl is three times better than humans in hearing through the vertical dimension, but the same as humans in hearing through the horizontal. Previously, it was believed that humans had the best hearing acuity. The barn owl's most distinct feature is its face. It has face feathers called ""troughs"" that are two inches wide and nine inches long. Its face feathers are also acoustically transparent so that it can hear better. The barn owl's hearing is so good that it can detect subtle movement of small animals (like mice) moving in the dark, such that it can rotate its talons at a moments notice to better catch its prey. The neurons in the barn owl's brains are focused on only one aspect of sound each. ",10,1,17.987783333333333,Hybrid Map,Both,"Passage 2 is easier to read in an online format where I can freely zoom in/out of the text and pan around the area. It also chunks the information into sizable paragraphs, and also makes the entire passage feel shorter by occasionally stacking two 'boxes' on top of one another; shorter passages can appear less daunting to read. ","If it were a physical print, I'd still prefer the traditional Passage 1 format over the Passage 2 format, as I dislike having so much negative space (for Passage 2) in printed form. I feel like the abundance of negative space would affect my concentration, but I'm not sure about the validity of that statement without actually printing it out and trying it. "
15,1999-03-05,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,English,Information Sciences,0,Linear Text,The Hearing of the Barn Owl,ACT Natural Sciences,5,0.5,255,After 1 Week,24,0.17142857142857143,"The barn owl's most distinct feature is its face. However, it has very acute hearing. It was previously thought that humans had the best hearing in the animal kingdom, but barn owl's have the same hearing acuity in the horizontal dimension as humans, and three times the hearing acuity in the vertical dimension when compared to humans. The vertical dimension of hearing is referred to as ""elevation"", and the horizontal dimension is referred to as the ""azimuth"". Barn owls developed a good sense of hearing from the vertical dimension because they fly over their prey. Barn owls have feathers on their faces called ""troughs"" which are 2 inches wide and 9 inches long. Their face feathers are acoustically transparent. The hearing acuity of barn owls is so sharp that they are able to perceive slight movements of their prey even in the dark — they are able to adjust their talons to the slight changes of body movement in mice. Each neuron in the barn owl's brain captures only one specific dimension of hearing. ",10,1,17.8465,Hybrid Map,Both,Passage 2 uses chunking and visually separates all the information for you. ,"I think it depends on context. The format of passage 2 would be helpful if it's for something like one-off passages for high school/college english courses or SAT/GRE/ACT tests, but it would be an inefficient way to read if it's in long-form content, such as a textbook. Even having multiple pages of this kind of reading could make the second style more tiring to some. "
15,1999-03-05,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,English,Information Sciences,1,Hybrid Map,How to Watch Television,ACT Social Sciences,8,0.8888888888888888,65,Immediately,20,0.35714285714285715,"The author of this article is incredibly critical of the television news format. Though they are critical of the production decisions, in some ways they are also critical of the viewer (to a slightly lesser degree). Viewers are only able to receive news in fragments called ""Now...this"", and aren't really expected (by television productions) to be able to retain their attention for long. The ""cast"" of the news production must be made of attractive individuals, which can not be over 50, balding, or anything otherwise against conventional beauty standards. The author, for some reason, compares their firings to ancient times, where people could be killed for not being acceptable of some standard. One chunk also speaks of Christine Craft, who was hired for having an ""acceptable appearance"" in January 1981, and was fired in August 1981 because viewers found her to be not attractive enough to be a credible source of information. Essentially, because news production doesn't believe their viewers can retain attention unless pretty people are talking to them, the viewers end up not being able to as a self fulfilling prophecy. ",9,1,44.3579,Hybrid Map,Both,"The second passage was easier to go through because of chunking, and I think it was faster to scroll horizontally than vertically. ","If I were reading digitally, I'd prefer the second passage. But if I were reading it on a physical document, I'd prefer the format of the first passage. For physical documents, I'd be able to highlight + add visual flairs to important information to bring information to my attention, and I don't really like to have too much white space for physical academic documents. "
15,1999-03-05,"Bachelor's degree (BS, BA, BE, ...",University of Michigan,Asian,Female,English,Information Sciences,1,Hybrid Map,How to Watch Television,ACT Social Sciences,8,0.8888888888888888,65,After 3 Days,17,0.30357142857142855,"""Now...this"" segments are short snippets of television news that are entirely disconnected from one another. Because viewers aren't expected to stay in front of their television sets all the time, television news broadcasts have relegated themselves to these ""Now...this"" fragments due to presumably waning attention spans. The writer calls news anchors a ""cast"" and state that they are hired primarily for their physical attractiveness. They must adhere to conventional beauty standards, including being below 50, not balding, etc. To illustrate the apparent need for news anchors to be attractive, the writer cites an incident surrounding Christine Craft, who was hired in January 1981 and subsequently fired in August 1981. She filed a lawsuit against her company for sexism, and an investigation into the matter revealed that, because the audience didn't like how she physically looked, they therefore found her less credible as a source of information. The writer criticizes the ""Now...this"" segments and the television news industry as a whole. ",9,1,17.987783333333333,Hybrid Map,Both,"Passage 2 is easier to read in an online format where I can freely zoom in/out of the text and pan around the area. It also chunks the information into sizable paragraphs, and also makes the entire passage feel shorter by occasionally stacking two 'boxes' on top of one another; shorter passages can appear less daunting to read. ","If it were a physical print, I'd still prefer the traditional Passage 1 format over the Passage 2 format, as I dislike having so much negative space (for Passage 2) in printed form. I feel like the abundance of negative space would affect my concentration, but I'm not sure about the validity of that statement without actually printing it out and trying it. "
